tokenized text,tokenized title,citation_count,avg sentence len,punctuation count,fake
date of public 18 juli 2016 syrian activist group say airstrik by the usl coalit target area control by the islam state group have kill at least 21 civilian airstrik by the usl coalit kill at least 21 civilian in and around stronghold of the islam state group in northern syria on monday at least 15 civilian were kill in raid in northern district of manbij while six other were kill in villag near the citi accord to the syrian observatori for human right the extremist bastion ha face more than monthlong usback offens by kurdish and arab fighter that ha caus thousand of civilian to flee howev ten of thousand of civilian are still trap in manbij most of which is control by the extremist on june 23 the syrian democrat forc allianc of kurdish and arab fighter broke into western district of manbij after block the road south of the citi head to iss de facto capit of raqqa but their advanc ha been slow in the past month becaus of landmin plant by the milit which are also fight back by launch suicid attack against the sdf found in octob the kurdishdomin allianc ha seiz territori from is across larg part of northern and northeastern syria captur manbij would be it most signific victori yet syria war ha kill more than 280000 peopl and displac million sinc it start in 2011 with the brutal repress of antigovern protest read also,usl coalit raid kill score of civilian in syria,0,22.636363636363637,0,1
21 jul 2016 dozen of civilian have reportedli been kill by usl air strike as they fled from the front line of battl rage in the citi of manbij in the governor of aleppo trt world and agenc the us militari is investig report that at least 73 civilian mostli women and children were kill in air strike earli on tuesday morn in the northern syrian villag of tokhar part of the citi of manbij in the governor of aleppo near the turkishsyrian border mani civilian had fled their hous to avoid the battl rage in the vicin they sought refug in clump of `` clay and adob '' home in the nearbi villag of tokhar amnesti intern said usl air strike target the group take out mani of the women children and famili who sought shelter there thi is the largest instanc of civilian casualti sinc the usl coalit began it bomb campaign in syria in 2014. the syrian observatori for human right monitor group base in the uk report that the air strike mistakenli identifi and target the civilian as daesh terrorist the incid come after anoth report of strike kill `` woman with four of her children and an old man '' in separ part of the same citi on sunday the observatori said recent the sdf usback group mainli consist of ypg milit associ with the pkk terrorist organis concentr their forc upon the strateg import citi in an attempt to seiz it from daesh which took manbij in 2014. the syrian civil war began in mid 2011 when protest against autocrat bashar al assad and hi regim were suppress violent in the context of the arab spring upris sinc then the un ha estim that nearli half of the countri popul ha been forc to leav their home and the death toll may be as high as 400000. sourc trtworld and agenc,usl air strike in syria kill dozen of civilian,2,26.666666666666668,0,0
21082014 syrian armi ambush kill 140 isil terrorist in raqqa countrysid the syrian armi thursday ambush and kill 140 isil terrorist in the vicin of tabaqa militari airport in raqqa countrysid the syrian armi thursday ambush and kill 140 isil terrorist in the vicin of tabaqa militari airport in raqqa countrysid the syrian militari on thursday continu it oper against terrorist in sever area across the countri inflict heavi loss upon them after conclud the reconcili agreement in sever neighborhood in southern damascu the local resid start to back to their hous as the author launch the workshop of rehabilit the public util,syrian armi ambush kill 140 isil terrorist in raqqa countrysid,0,20.6,0,0
blast at syriaturkey border kill 20 rebel monitor afp thursday oct 2016 at least 20 syrian rebel were kill in blast at border cross with turkey on thursday the syrian observatori for human right said the britainbas monitor group said it wa unclear what caus the blast at the atm cross between turkey and the northern syrian provinc of idlib ad that around 20 peopl had also been wound,blast at syriaturkey border kill 20 rebel monitor,0,36.0,0,0
12 februari 2015 free syrian armi and nusra front fighter push from town of deir alada and surround area as rebel claim iranianback lebanes group want to set up perman base hizballah fighter back by syrian and iranian forc have push the nusra front and from the town of deir alada report say in major offens in the daraa governor the londonbas syrian observatori for human right said deir alada wa taken on tuesday after two day of fierc fight between regim element and rebel includ member of nusra alqaeda affili in syria and fighter from the free syrian armi the offens is part of the oper launch on sunday to seiz area at the intersect point of the three syrian governor of rif dimashq daraa and quneitra near the disput golan height the observatori group said 20 opposit fighter were kill in the fight includ hizballah ambush near deir alada the group director rami abdulrahman told the afp news agenc that hizballah wa lead the attack on deir alada and it surround hill alarabi aljade can not independ verifi the report restor secur the offici syrian news agenc sana quot militari sourc on wednesday as say the armi wa abl to `` restor secur '' to sanei tal alhawa and talar in the southwestern countrysid of damascu tal meri west of damascu and aldanaji and tal antar near deir alada the opposit local coordin committe of deir alada said heavi shell had forc the free syrian armi from the town which wa now `` in rang of their firepow '' ayman alaasmi member of the fsa southern front command claim that hizballah wa tri to set up perman base in north daraa to link it posit in southern lebanon through the hill of mount hermon `` the issu is not just about retak some town and hill '' he said `` hizballah push larg forc into the battl mostli made up of lebanes and iraqi militia in light of the regim forc collaps in the daraa governor as result of loss in battl with opposit forc defect or redeploy into the hot spot in other governor '' thi articl is an edit translat of the origin arab,hizballah lead regim offens in southern syria,4,30.416666666666668,0,0
syrian armi missil kill 23 includ kid ap tuesday 20 may 2014 syrian activist say surfacetosurfac missil fire by the militari ha slam into an impoverish residenti area in rebelheld town in the north kill 23 peopl includ eight children local activist who use the name abu alhassan said on tuesday that the attack on the town of marea took place overnight while peopl were sleep in their home he say that among the 23 kill wa famili of 10 peopl includ eight children alhassan say he wasnt awar of ani fight take place in the area the britainbas syrian observatori for human right also report the attack on marea right group and local activist say syrian militari forc often indiscrimin strike rebelheld area with projectil that cant be target properli overwhelmingli kill civilian,syrian armi missil kill 23 includ kid region world ahram onlin,0,23.166666666666668,0,1
17 nov 2017 the death toll could rise becaus of the number of seriou injuri say the war monitor ap archiv car bomb blame on daesh kill at least 26 displac peopl in eastern syria on friday the britainbas syrian observatori for human right sohr said the war monitor said that 12 children were among the victim of the attack on gather at checkpoint run by usback milit of the ypgdominatedsdf in deir ezzor provinc where daesh is lose ground to two separ offens aim at oust it from syria `` dozen of peopl were wound and the death toll could rise becaus of the number of seriou injuri '' said shor director rami abdel rahman the displac peopl had been on their way to neighbour hasakeh provinc where camp have been set up to hous them in ypgcontrol territori abdel rahman said daesh battl for surviv daesh control roughli one quarter of oilrich deir ezzor provinc but is battl for surviv on two front one offens against it is by syrian regim forc back by russian air power while the second is by ypg daesh group is now corner in part of deir ezzor provinc around the border town of abu kamal on the frontier with iraq and mani civilian have been tri to flee the affect area the group seiz larg area of both syria and iraq in lightn 2014 campaign but ha thi year seen it selfproclaim `` caliph '' crumbl as it came under multipl offens sourc afp relat news suicid car bomb kill eight regim and rebel fighter in daraa sohr idlib offens could spark worst humanitarian emerg un iraq vote violat the global gag rule slovenian elect air strike kill 54 in syria deir ezzor monitor categori news at least one palestinian kill dure gaza protest yemen face worsen threat of famin un aid chief turkey work with russia on idlib disarma zone erdogan spokesman 10 trump decis kill palestinian statehood pictur is worth thousand word follow us on instagram follow trtworld dont miss out on the latest news we wont spam you and we respect your privaci subscrib trt world on youtub subscrib to our youtub channel for all latest indepth on the ground report from around the world subscrib trt world on facebook like follow follow copyright 2018 trt world trt world watch live tv schedul where to watch connect with trt world io android youtub satellit coverag partner hotel corpor about trt world career press releas documentari contact us legal term of use privaci polici cooki polici,car bomb attack kill at least 26 in syria war monitor say,2,28.8,0,0
publish june 12 2016 at least 39 peopl were kill and dozen were injur in airstrik launch by the syrian regim and russian warplan in syria western provinc of idlib on sunday syrian regim warplan struck marketplac in the oppositionheld provinc local civil defens offici ley alfari told anadolu agenc `` at least 36 peopl were kill and 50 other injur in the attack '' he said alfari describ the attack as `` massacr '' commit by the bashar assad regim dure the fast month of ramadan which began in syria last week he said rescuer were struggl to extract peopl from under the rubbl of destroy build meanwhil three peopl were kill in russian airstrik on residenti area in the citi of maaret alnuman in idlib `` rescuer are look for survivor follow the attack '' alfari said sinc april 21 syrian regim forc and russian warplan have intensifi attack on oppositionheld area in syria kill score of civilian thi come as the oppositionheld sector of syria divid citi of aleppo ha been cut off from the outsid world in recent day by an escal of air and artilleri strike on the onli road in put hundr of thousand of peopl under effect sieg regim campaign to fulli captur aleppo would most like buri what littl hope remain of reviv diplomat effort to end the fiveyearold civil war after talk and ceasefir sponsor by the unit state and russia fell apart earlier thi year aleppo syria largest citi befor the war when it had more than million peopl ha been divid for year into opposit and govern sector and captur all of it ha been one of bashar assad biggest goal an estim 350000 peopl are still thought to live in the opposit sector in harsh condit made wors by the latest attempt to besieg them by cut off the last remain rout out the castello road name for aleppo old castl `` the regim wa not abl to cut the road by land so it ha decid to keep the plane in the sky continu hit everyth that pass regardless of what it is '' said zakaria malahifji senior offici in the aleppo opposit group fastaqim `` whoever want to go on the castello road is undertak suicid mission '' he said `` it been thi way for 10 or 12 day the situat wa difficult befor it wa target and peopl were cross with difficulti but now it is almost cut nobodi dare to use it '' he said speak at hi group offic in the turkish citi of gaziantep near the syrian border the intern focu in syria in recent week ha partli turn toward the conflict with islam state fighter as both the govern and it enemi have made gain at the expens of the ultrahardlin islamist milit on sever front but the separ hope of foreign power that the wider civil war could also be resolv ha broken down with aleppo potenti the biggest battlefield of all hundr of peopl have been kill there sinc peac talk broke off assad vow in speech last week to recaptur `` everi inch '' of syria aleppo he said would be `` graveyard '' for the ambit of hi region foe turkish presid tayyip erdoan who ha back opposit group prodamascu sourc who spoke on condit of anonym said the refer wa signal of hi intent `` whi thi threat becaus there are prepar for someth big in aleppo '' so far proregim ground forc aid by iranian and lebanes shiit militia have been unabl to complet the encircl of aleppo by captur narrow corridor of territori through which the castello road pass the highway had long been under sniper fire but attack from the air and artilleri sharpli increas less than two week ago with more plane fli and new rocket and gun move into rang `` castello is the road to death to aleppo did not know whether would make it to aleppo citi aliv '' said mohamad adeeb an opposit activist who drove the road on friday `` saw death with my own eye with corps lie on the way and dozen of truck and civilian car and bodi that none of the civil defenc team were abl to recov becaus of the intens of the shell of the regim and russian warplan '' insid aleppo the new pressur on the road ha driven up price of good ad to the suffer of those still there the syrian obervatori for human right say more than 300 peopl have been kill in air strike and govern bombard of oppositionheld aleppo sinc april opposit sourc say the toll is much higher with dozen of peopl current be kill each day in eastern aleppo one of the bloodiest spell it ha suffer in the conflict civil defenc emerg worker oper in oppositionheld area say more than 450 peopl were kill there in the last month `` it is difficult and danger period we are go through aleppo is almost under sieg '' abu yassin said syria ha been lock in viciou civil war sinc earli 2011 when the assad regim crack down on prodemocraci protest with unexpect feroc sinc then more than quarter of million peopl have been kill and more than 10 million displac across the warbatt countri accord to the un the syrian center for polici research howev put the death toll from the sixyear conflict at more than 470000 peopl,regim russia air strike kill 39 in idlib as strike continu to pound road of death to aleppo,12,27.0,1,0
10 dead after strike on rebelheld hospit in syria air strike on two hospit in rebelheld northwestern syria on thursday left 10 peopl dead includ two babi in incub monitor said they were among 19 peopl kill as result of strike across rebelheld idlib provinc on thursday the syrian observatori for human right said an afp correspond in the villag of deir sharqi where one of the hospit wa hit saw extens damag and ward buri in rubbl it wa the third time in less than week that medic facil in the provinc control by rebel and islamist milit group had been hit in air strike `` appar russian aircraft ... carri out four success raid at dawn on hospit on the outskirt '' of deir sharqi it said `` six civilian in the emerg depart were kill includ two babi in incub after the destruct of the facil oxygen gener '' which wa keep them aliv observatori chief rami abdel rahman told afp the afp correspond saw at least one destroy incub room and corridor fill with rubbl and dusti or damag bed and equip in one room wall had collaps on medicin shelf and in anoth medic suppli were strewn across the room later in the day four medic staff from dispensari in maarzita in southern idlib provinc were also kill in what were like russian strike the observatori said further nine peopl includ five children were kill in strike on variou other area of idlib provinc on thursday it said on saturday an air raid on anoth hospit in idlib had wound five peopl the observatori said but it could not say whether the raid wa syrian or russian anoth hospit wa hit tuesday in northwestern idlib put it out of servic abdel rahman said the britainbas observatori reli on network of sourc insid syria and say it determin whose plane carri out raid accord to type locat flight pattern and munit use idlib is regularli bomb by the air forc of syria and it russian alli more than 320000 peopl have been kill in syria sinc the conflict began in march 2011 with antigovern protest,10 dead after strike on rebelheld hospit in syria,2,22.6875,0,0
oct 2016 at least 20 peopl were kill and 55 wound dure suicid bomb that struck wed in the northeastern syrian citi of hasakah on monday syrian observatori for human right report `` suicid bomber blew himself up insid hall in tall tawil villag dure the wed of member of the syrian democrat forc kill at least 22 civilian '' observatori chief rami abdel rahman told afp the casualti includ women and children said local sourc speak on condit of anonym due to secur concern wit name ahmad who suffer head wound due to the blast describ the moment the bomber struck `` as the bride and groom were exchang their vow saw man wear thick black jacket pass besid me `` thought he look strang and few second later there wa an enorm explos peopl had fallen on the ground and saw bodi torn to bit '' syria ha been lock in viciou civil war sinc earli 2011 when the assad regim crack down on prodemocraci protest which erupt as part of the arab spring upris with unexpect feroc sourc trtworld and agenc,suicid bomber target syrian wed 20 kill,2,24.25,0,1
medic among 31 dead in syria armi repris for slain pilot afp saturday jul 2016 syrian govern shell of rebelheld town kill 31 peopl includ two medic on saturday as twoyear local truce broke down after suspect alqaeda milit kill captur regim pilot the bombard struck the town of jayrud 60 kilometr 35 mile northeast of damascu where the armi say islamist rebel kill the pilot after he wa forc to eject on friday in it statement about the incid the militari said the attack `` will not go unpunish '' the syrian observatori for human right said saturday attack wa the first bombard of the town in at least two year `` promin figur in jayrud have had local truce with the regim for at least two year and neither fire on each other '' observatori head rami abdel rahman told afp he said at least 31 peopl were kill includ two medic it wa not immedi clear how mani of the rest were civilian activist in the town said the head of the local medic centr and sever colleagu were kill `` there have been at least 45 air strike today the town medic centr wa hit and it director amjad aldanaf wa kill '' activist abu malek aljayrudi told afp via the internet he said the town is home to some 60000 peopl and that the bombard had not stop sinc earli saturday rebel group in jayrud includ the saudiback jaish alislam armi of islam the hardlin ahrar alsham and alqaeda affili alnusra front jaish alislam spokesman islam alloush said on friday that alnusra front had execut the air forc pilot sever govern aircraft have been shot down by rebel or crash becaus of technic fault sinc the civil war erupt five year ago accord to the observatori three syrian offic were kill on friday when their helicopt crash in the south near territori held by the islam state jihadist group abdel rahman said govern forc had manag to recov the bodi of the victim of the crash the caus of which remain unclear `` we dont know if it wa technic issu or not but the bodi are with the regim '' abdel rahman said dozen of local truce have been broker between the myriad of arm group fight in syria increasingli complex civil war but nationwid ceasefir between govern forc and nonjihadist rebel broker by moscow and washington in februari ha been repeatedli violat by both side us offici have accus russia of not do enough to rein in it alli presid bashar alassad moscow ha counter that rebel group that have fail to break rank with alqaeda and continu to fight alongsid it are legitim target the civil war which began with peac protest in 2011 ha kill more than 280000 peopl and driven million from their home,medic among 31 dead in syria armi repris for slain pilot,4,22.571428571428573,0,0
20 novemb 2016 10 peopl mostli schoolchildren kill in terrorist rocket attack on aleppo terrorist organ launch on sunday terrorist attack with shell on the residenti neighborhood and area in number of provinc caus human casualti 10 peopl mostli schoolchildren kill in terrorist rocket attack on aleppo the death toll from terrori attack with shell on residenti neighborhood in aleppo citi rose to 10 kill and 59 other injur medic sourc at aleppo health director told sana report that eight student between and 12 year old were kill and anoth 27 student and femal teacher were injur the sourc ad that the teacher had her leg amput earlier in the day sourc at aleppo polic command told sana report that terrorist group posit in bustan alqass neighborhood fire mortar shell on alfurqan school for basic educ the sourc ad that the mortar shell fell insid classroom kill seven student and injur femal teacher and 19 other all of them in critic condit the terrorist also fire rocket shell on the faculti of law and the neighborhood of alsabil almogambo alfurqan and almidan kill two person and injur 32 other for hi part aleppo governor hussein diab inspect alfurqan school for basic educ and call for repair it immedi the governor also visit the injur person in the terrorist attack at the univers hospit stress the necess of provid all necessari medic servic for the wound person injur in terrorist rocket attack in quneitra person wa injur in terrorist attack with rocket shell on hadar villag in quneitra southern provinc sana report in the provinc said that the terrorist organ posit in jubata alkhashab forest target with rocket shell hadar villag injur young man and caus huge materi damag to the citizen hous and properti later the report point out that jabhat alnusra terrorist target with more than 10 rocket shell alkhadami neighborhood in albaath citi caus signific materi damag to the build in the area on thursday two children were injur in terrorist attack with 13 rocket shell on harfa villag in quneitra countrysid child injur in terrorist mortar attack on alfouaa idleb girl child wa injur in terrorist mortar attack by the so call jaish alfateh on the terroristbesieg alfouaa town in the northern countrysid of idleb in phone call with sana report local sourc said that terrorist group posit in binnish town target alfouaa with mortar shell injur 6yearold girl and caus materi damag to citizen hous two citizen injur due to terrorist mortar attack in daraa two citizen got injur on sunday when terrorist organ affili to jabhat alnusra fire mortar shell on alsabil neighborhood in daraa citi accord to sana report the report ad that the attack also caus materi damag to public and privat properti person kill 13 injur in terrorist rocket attack on harasta suburb damascu countrysid terrorist organ posit in the eastern ghouta fire more than 20 rocket shell on the residenti suburb of harasta in damascu countrysid sourc at damascu polic command told sana that the shell target citizen hous in harasta suburb and the area surround it claim the live of two person injur 13 other and caus materi damag to the public and privat properti citizen kill in terrorist rocket attack in hom citi at least four citizen were kill due to terrorist rocket attack on alzahraa neighborhood in the citi of hom sana report in hom said that number of rocket shell land on the main squar in alzahraa neighborhood kill citizen injur mani other and caus materi damag to citizen properti english bulletin,10 peopl mostli schoolchildren kill in terrorist rocket attack on aleppo,0,27.130434782608695,0,1
saturday 17 septemb 2016 21:09 alabdah deir ezzor subject to twofold suffer becaus of assad regim isi presid of the syrian coalit ana alabdah call upon the unit nation to take urgent action to protect civilian in deir ezzor who have been suffer injustic by the assad regim and isi alabdah met earlier on saturday with repres of the deir ezzor consult forum both side discuss prepar for the forum due to be held in the turkish citi of gaziantep on septemb 25 as well as it object and commit to achiev the goal of the syrian revolut alabdah explain that the syrian coalit will priorit the allevi of the suffer of civilian in all syrian provinc includ resid of deir ezzor in it upcom meet most notabl it gener assembl meet to be held on monday deir ezzor citi wa the scene of bloodi attack dure eid aladha with russia and the assad regim bomb isisheld part of the citi and it countrysid while isi bomb regimeheld part isi publish grisli video show the savag execut of 17 young men from the town of altibni on the first day of eid organ of the forum said that it is aim at util the talent in deir ezzor serv the interest of it peopl and put an end to the chao plagu the provinc especi after it almost complet fell to isi the forum also seek to serv as an umbrella bring togeth repres from across the civil and revolutionari spectrum in deir ezzor as first and essenti step toward stabil and rebuild the provinc sourc syrian coalit twitter,alabdah deir ezzor subject to twofold suffer becaus of assad regim isi,0,27.2,0,1
thu dec 29 2016 50 isi terrorist kill in syrian armi antiterror oper in eastern hom the syrian armi forc continu antiterror oper in eastern hom and target isi posit near the ancient citi of palmyra tadmur inflict heavi casualti and damag on the milit alalam syria the syrian armi unit support by the artilleri and missil fire pound the isil move and gather center near tadmur albayarat jazal western qasr alhayyar and abu kala dam in eastern hom on thursday dure the oper over 50 terrorist were kill and of their militari vehicl and artilleri system were smash the syrian armi troop and air forc target isil concentr center and gather in the ancient citi of palmyra and it outskirt also on wednesday inflict more than dozen casualti on the terrorist the armi men target the posit and movement of isi east of the fourth station and in baar alfawaerah region west of tadmur kill over 13 milit and wound sever more the armi aircraft also pound isil posit and movement in the citi of palmyra and nearbi area in badiyeh alqarbi the western desert the fourth station and the villag of altiya and sharifeh in eastern hom leav number of milit dead and their militari vehicl canon and rocket launcher destroy also the armi men storm isi gather in the villag of habreh alsharqi habreh alqarbi rasm hamideh jubb habal abu qatour unq alhawa abu hawadid jubb hamad and sharifeh on tuesday kill or wound larg number of milit in the meantim the armi troop target gather of fatah alsham command near alrastan town kill and wound sever command 212,50 isi terrorist kill in syrian armi antiterror oper in eastern hom,0,27.9,0,0
sat may 2016 syrian air forc target isi in deir elzour 25 terrorist kill video releas on friday by the syrian militari media center show heavi fight between syrian govern forc and islam state terror group milit in the citi of deir elzour deir ezzor the footag show airstrik on the terrorist posit and syrian armi forc fire machin gun and missil the syrian fighter jet in seri of combat sorti on saturday target the isil gather and concentr center near two key villag in the eastern part of deir ezzur inflict major loss of the terrorist militari equip the isil stronghold near the villag of almurayeh south of euphrat river and aljafreh came under the bombard of the syrian armi aircraft the isil islam state isi isil is and daesh militari equip and machinegunequip vehicl were badli destroy in the attack the takfiri terrorist group also suffer heavi death toll in the air raid earlier today the syrian armi refut terrorist claim about win back key district near the eastern citi of deir ezzur and underlin the govern forc full control over the armyheld territori in the provinc `` the isil offens to break through the govern forc posit in alsinaah district wa repel by the strong defens of the syrian soldier and popular forc '' the armi said ad `` the isil use over 120 terrorist in it attack '' `` at least 25 isil terrorist were kill and mani more were wound in their fail attack the armi ad 12,syrian air forc target isi in deir elzour 25 terrorist kill,2,25.3,0,1
wednesday 27 jul 2016 syria regim bomb kill 16 in rebelheld aleppo monitor afp syrian govern air strike and artilleri fire kill at least 16 civilian on wednesday in rebelheld neighbourhood in the east of aleppo citi monitor said the britainbas syrian observatori for human right said that the toll could rise becaus peopl were still trap under the rubbl,syria regim bomb kill 16 in rebelheld aleppo monitor,0,30.5,0,0
sun feb 21 2016 twin bomb attack kill 50 injur dozen in syria hom provinc at least 50 peopl have lost their live and 100 other sustain injuri in twin bomb attack target residenti neighborhood in syria western citi of hom secur offici speak on condit of anonym said two vehicl laden with explos went off within less than minut of each other at traffic light at alsiteen street in alzahraa district of the citi locat 162 kilomet 101 mile north of the capit damascu on sunday morn report by the socal syrian observatori for human right say the toll could rise further becaus of the high number of peopl serious wound in the attack no group ha claim respons for the act of violenc so far but such terrorist attack are usual carri out by the takfiri milit group activ in the area in similar incid last decemb more than 30 peopl were kill and 90 other wound in two bomb explos that rock alzahraa neighborhood of hom the decemb attack came after foreignback milit began evacu the last district they were control in the citi under deal with damascu the new fatal bomb come in the wake of signific armi gain against takfiri terror group on sever front particularli the northwestern provinc of aleppo near the turkish border the foreignsponsor conflict in syria which flare in march 2011 ha claim the live of some 470000 peopl and left 1.9 million injur accord to the syrian center for polici research moreov 6.36 million peopl have been displac intern and more than four million other have fled the countri sinc the begin of the conflict that account for 45 percent of the countri popul which ha shrunk by 21 percent syria accus saudi arabia turkey and qatar of fund and arm terrorist group oper insid the countri includ daesh press tv report ssh 11,twin bomb attack kill 50 injur dozen in syria hom provinc,0,24.615384615384617,0,0
fri feb 27 2015 syria kurd liber tel hamiskil 175 isi member in week the captur of tel hami wa announc by the kurdish ypg militia and confirm by the syrian observatori for human right which monitor the countri civil war isi ha been forc into retreat across part of the strateg region land bridg between territori it control in syria and iraq even as it fighter have mount new raid thi week on assyrian christian villag abduct more than 200 peopl `` the flag is fli over tel hami we are now comb the citi for terrorist and mine '' militia spokesman redur xelil told reuter the britishbas observatori said kurdish forc kill at least 175 member and command of the ultrahardlin islamist milit in an offens which began last weekend `` the bodi of these terrorist are still with the kurdish milit '' said the observatori head rami abdulrahman he said the kurd have taken at least 103 villag in the area and are now in the villag of suleima on the border with iraq kurdish forc dealt blow to isi by captur an import town on friday in the latest stage of power offens in northeast syria,syria kurd liber tel hamiskil 175 isi member in week,2,22.11111111111111,0,0
16.04.2017get short url 612 woman and child were kill after terrorist shell the center of the syrian capit of damascu while seven other peopl were injur local media report reuter social media websit blast occur near bu convoy evacu syrian from besieg town to aleppo over 20 dead moscow sputnik the terrorist fire mortal shell at the umayyad squar in the capit syrian tv broadcast report in march two blast occur near bab alsaghir cemeteri in damascu claim the live of at least 40 peopl and injur 120 other the tahrir al sham milit reportedli claim respons for the attack the news come amid nationwid syrian ceasefir which came into forc late decemb 2016 ... 612 relat syrian militari call on milit in damascu suburb to lay down arm damascu offici invit opcw expert to investig idlib incid lavrov syrian armi repel milit attack on western damascu tag shell damascu commun standardsdiscuss comment via facebookcom via sputnik news,center of damascu shell civilian kill injur,0,23.142857142857142,0,0
13.04.2017 get short url topic oper to liber raqqa from daesh 61 112010 the usl coalit accident struck the kurdishl syrian democrat forc sdf in tabqa kill 18 moder syrian rebel fight against daesh the incid occur on april 11 `` the strike wa request by the partner forc who had identifi the target locat as an isi daesh fight posit '' the us central command said in press releas `` the target locat wa actual forward syrian democrat forc fight posit '' reuter rodi said battl for raqqa syrian democrat forc liber anoth villag from daesh near altabqa the coalit is probe the caus of the incid accord to the releas tabqa which is believ to be the last stronghold of daesh is locat some 40 kilomet 25 mile away from raqqa take the citi is part of the oper to liber raqqa with the offens against tabqa have start on march 21. in novemb 2016 the sdf which predomin consist of kurdish fighter but also includ member of the syrian arab coalit launch an oper call the rage of euphrat to seiz control over syrian raqqa the de facto daesh capit earlier in april the kurdish peopl protect unit ypg have gain control of all the road lead to the northern syrian citi of tabqa ... 2010 topic oper to liber raqqa from daesh 61 relat usl coalit conduct 12 strike in syria tabqa joint task forc syrian democrat forc liber anoth villag from daesh near altabqa usl coalit conduct 14 airstrik against daesh in syria tabqa daesh tri to launch counteroffens against syrian kurd near al tabqa tag usl coalit syrian democrat forc sdf raqqa tabqa syria commun standardsdiscuss comment via facebookcom via sputnik news,us coalit strike accident kill 18 kurdishl moder rebel in syria,2,28.7,0,0
syria regim air strike kill 15 near damascu monitor afp monday feb 2015 at least 15 peopl were kill and dozen wound on monday in govern air strike on an area outsid the capit damascu the syrian observatori for human right monitor said there were no immedi detail on the breakdown of those kill in the strike which are the latest to hit the town of douma in the rebel stronghold of eastern ghouta the opposit bastion east of damascu came under massiv govern aerial assault on thursday after rebel fire more than 120 rocket and mortar round into the capit the rebel barrag kill 10 peopl in damascu includ child while the govern air strike and surfacetosurfac missil fire at eastern ghouta kill at least 82 peopl among them 18 children eastern ghouta ha been under govern sieg for nearli two year as the armi tri to break the rebel hold over the area the sieg ha creat medic and food shortag exacerb dire humanitarian need creat by regular govern bombard of the area more than 210000 peopl have been kill in syria sinc the begin of the countri conflict in march 2011,syria regim air strike kill 15 near damascu monitor,0,28.142857142857142,0,1
fri apr 29 2016 kurd kill 83 injur 100 isi terrorist in day near efrin graphic video post on social media show kurdish fighter kill 30 daesh terrorist and parad the corps of dozen of dead terrorist in the citi of efrin dure fail offens in northern syria with the sound of cheer and music the grim video wa share on twitter by kurd support activist known as dr partizan in post the clip he wrote thi is your fate if you tri to attack efrin fighter dozen of terrorist kill in just one day he later ad detail about the number of isi terrorist kill and injur dure fail offens on the outskirt of efrin day earlieracord to daili mail hi figur alleg the 83 extremist die while more than 100 were left wound as well as hi video dr partizan upload photograph show huge cach of rifl heavi machin gun and rocketpropel grenad launcher all thought to have been seiz by the kurd fighter kurdish forc in syria have been battl is sinc 2014.in recent month the kurd have inflict seri of defeat on the terror network in northern syria with the help of usl coalit airpow fight under the banner of the syrian democrat forc sdf the ypg ha emerg as key alli of the coalit which consid it one of the few effect partner on the ground in syria moreimag,kurd kill 83 injur 100 isi terrorist in day near efrin,0,24.2,0,0
